[2025-07-20 15:31:25] ============================================================
[2025-07-20 15:31:25] INACTIVE PLAYER IMAGE CLEANUP
[2025-07-20 15:31:25] ============================================================
[2025-07-20 15:31:25] 
1. Scanning player images...
[2025-07-20 15:31:25] Found 0 images in american_football
[2025-07-20 15:31:25] Found 0 images in australian_football
[2025-07-20 15:31:25] Found 1395 images in baseball
[2025-07-20 15:31:25] Found 937 images in basketball
[2025-07-20 15:31:25] Found 22 images in darts
[2025-07-20 15:31:25] Found 0 images in golf
[2025-07-20 15:31:25] Found 1335 images in ice_hockey
[2025-07-20 15:31:25] Found 1960 images in mma
[2025-07-20 15:31:25] Found 23 images in motorsport
[2025-07-20 15:31:25] Found 6419 images in soccer
[2025-07-20 15:31:25] Found 45 images in tennis
[2025-07-20 15:31:25] 
2. Processing each sport...
[2025-07-20 15:31:25] 
==================================================
[2025-07-20 15:31:25] CLEANING SPORT: baseball
[2025-07-20 15:31:25] ==================================================
[2025-07-20 15:31:25] ⚠️  BASEBALL player data not available in API-Sports
[2025-07-20 15:31:51] 🗑️  Deleted: Polyana_Viana.png (polyana_viana)
[2025-07-20 15:31:51] 🗑️  Deleted: Puja_Tomar.png (puja_tomar)
[2025-07-20 15:31:51] 🗑️  Deleted: Randa_Markos.png (randa_markos)
[2025-07-20 15:31:51] 🗑️  Deleted: Ravena_Oliveira.png (ravena_oliveira)
[2025-07-20 15:31:51] 🗑️  Deleted: Rayanne_dos_Santos.png (rayanne_dos_santos)
[2025-07-20 15:31:51] 🗑️  Deleted: Sam_Hughes.png (sam_hughes)
[2025-07-20 15:31:51] 🗑️  Deleted: Sarah_Frota.png (sarah_frota)
[2025-07-20 15:31:51] 🗑️  Deleted: Seo_Hee_Ham.png (seo_hee_ham)
[2025-07-20 15:31:51] 🗑️  Deleted: Shauna_Bannon.png (shauna_bannon)
[2025-07-20 15:31:51] 🗑️  Deleted: Shi_Ming.png (shi_ming)
[2025-07-20 15:31:51] 🗑️  Deleted: Silvana_Gomez_Juarez.png (silvana_gomez_juarez)
[2025-07-20 15:31:51] 🗑️  Deleted: Stephanie_Frausto.png (stephanie_frausto)
[2025-07-20 15:31:51] 🗑️  Deleted: Stephanie_Luciano.png (stephanie_luciano)
[2025-07-20 15:31:51] 🗑️  Deleted: Syuri_Kondo.png (syuri_kondo)
[2025-07-20 15:31:51] 🗑️  Deleted: Tabatha_Ricci.png (tabatha_ricci)
[2025-07-20 15:31:51] 🗑️  Deleted: Talita_Alencar.png (talita_alencar)
[2025-07-20 15:31:51] 🗑️  Deleted: Tatiana_Suarez.png (tatiana_suarez)
[2025-07-20 15:31:51] 🗑️  Deleted: Tecia_Pennington.png (tecia_pennington)
[2025-07-20 15:31:51] 🗑️  Deleted: Tina_Lahdemaki.png (tina_lahdemaki)
[2025-07-20 15:31:51] 🗑️  Deleted: Valerie_Letourneau.png (valerie_letourneau)
[2025-07-20 15:31:51] 🗑️  Deleted: Viktoriia_Dudakova.png (viktoriia_dudakova)
[2025-07-20 15:31:51] 🗑️  Deleted: Virna_Jandiroba.png (virna_jandiroba)
[2025-07-20 15:31:51] 🗑️  Deleted: Yan_Xiaonan.png (yan_xiaonan)
[2025-07-20 15:31:51] 🗑️  Deleted: Yazmin_Jauregui.png (yazmin_jauregui)
[2025-07-20 15:31:51] 🗑️  Deleted: Zhang_Weili.png (zhang_weili)
[2025-07-20 15:31:51] Sport mma: 0 active, 1960 deleted
[2025-07-20 15:31:51] 
==================================================
[2025-07-20 15:31:51] CLEANING SPORT: motorsport
[2025-07-20 15:31:51] ==================================================
[2025-07-20 15:31:51] ⚠️  MOTORSPORT player data not available in API-Sports
[2025-07-20 15:31:51]    Keeping all 23 images (cannot verify active status)
[2025-07-20 15:31:51] 
==================================================
[2025-07-20 15:31:51] CLEANING SPORT: soccer
[2025-07-20 15:31:51] ==================================================
[2025-07-20 15:31:51] ❌ Unknown league: PremierLeague
[2025-07-20 15:31:51] Getting active players for LaLiga...
[2025-07-20 15:31:51]   Getting players for LaLiga (League ID: 140)
[2025-07-20 15:31:51]   Total active players in LaLiga: 0
[2025-07-20 15:31:51] Getting active players for Bundesliga...
[2025-07-20 15:31:51]   Getting players for Bundesliga (League ID: 78)
[2025-07-20 15:31:51]   Total active players in Bundesliga: 0
[2025-07-20 15:31:51] Getting active players for SerieA...
[2025-07-20 15:31:51]   Getting players for SerieA (League ID: 135)
[2025-07-20 15:31:52]   Total active players in SerieA: 0
[2025-07-20 15:31:52] Getting active players for Ligue1...
[2025-07-20 15:31:52]   Getting players for Ligue1 (League ID: 61)
[2025-07-20 15:31:52]   Total active players in Ligue1: 0
[2025-07-20 15:31:52] Getting active players for ChampionsLeague...
[2025-07-20 15:31:52]   Getting players for ChampionsLeague (League ID: 2)
[2025-07-20 15:31:52]   Total active players in ChampionsLeague: 0
[2025-07-20 15:31:52] Getting active players for EuropaLeague...
[2025-07-20 15:31:52]   Getting players for EuropaLeague (League ID: 3)
[2025-07-20 15:31:52]   Total active players in EuropaLeague: 0
[2025-07-20 15:31:52] Total active players across 7 leagues: 0
[2025-07-20 15:31:52] 🗑️  Deleted: a_prass.png (a_prass)
[2025-07-20 15:31:52] 🗑️  Deleted: benjamin_lade.png (benjamin_lade)
[2025-07-20 15:31:52] 🗑️  Deleted: b_touré.png (b_touré)
[2025-07-20 15:31:52] 🗑️  Deleted: d_jurásek.png (d_jurásek)
[2025-07-20 15:31:52] 🗑️  Deleted: d_samassékou.png (d_samassékou)
[2025-07-20 15:31:52] 🗑️  Deleted: e_yardımcı.png (e_yardımcı)
[2025-07-20 15:31:52] 🗑️  Deleted: florian_micheler.png (florian_micheler)
[2025-07-20 15:31:52] 🗑️  Deleted: f_asllani.png (f_asllani)
[2025-07-20 15:31:52] 🗑️  Deleted: h_tabaković.png (h_tabaković)
[2025-07-20 15:31:52] 🗑️  Deleted: j_bruun_larsen.png (j_bruun_larsen)
[2025-07-20 15:31:52] 🗑️  Deleted: j_busk.png (j_busk)
[2025-07-20 15:31:52] 🗑️  Deleted: lars_strobl.png (lars_strobl)
[2025-07-20 15:31:52] 🗑️  Deleted: luca_erlein.png (luca_erlein)
[2025-07-20 15:31:52] 🗑️  Deleted: l_østigård.png (l_østigård)
[2025-07-20 15:31:52] 🗑️  Deleted: l_đurić.png (l_đurić)
[2025-07-20 15:31:52] 🗑️  Deleted: max_moerstedt.png (max_moerstedt)
[2025-07-20 15:31:52] 🗑️  Deleted: p_hennrich.png (p_hennrich)
[2025-07-20 15:31:52] 🗑️  Deleted: p_kadeřábek.png (p_kadeřábek)
[2025-07-20 15:31:52] 🗑️  Deleted: s_kalambayi.png (s_kalambayi)
[2025-07-20 15:31:52] 🗑️  Deleted: tim_philipp.png (tim_philipp)
[2025-07-20 15:31:52] 🗑️  Deleted: a_beck.png (a_beck)
[2025-07-20 15:31:52] 🗑️  Deleted: b_zivzivadze.png (b_zivzivadze)
[2025-07-20 15:31:52] 🗑️  Deleted: c_negele.png (c_negele)
[2025-07-20 15:31:52] 🗑️  Deleted: d_thomalla.png (d_thomalla)
[2025-07-20 15:31:52] 🗑️  Deleted: j_niehues.png (j_niehues)
[2025-07-20 15:31:52] 🗑️  Deleted: luka_janes.png (luka_janes)
[2025-07-20 15:31:52] 🗑️  Deleted: l_kerber.png (l_kerber)
[2025-07-20 15:31:52] 🗑️  Deleted: léo_scienza.png (léo_scienza)
[2025-07-20 15:31:52] 🗑️  Deleted: m_breunig.png (m_breunig)
[2025-07-20 15:31:52] 🗑️  Deleted: m_honsak.png (m_honsak)
[2025-07-20 15:31:52] 🗑️  Deleted: m_kaufmann.png (m_kaufmann)
[2025-07-20 15:31:52] 🗑️  Deleted: m_pieringer.png (m_pieringer)
[2025-07-20 15:31:52] 🗑️  Deleted: n_dorsch.png (n_dorsch)
[2025-07-20 15:31:52] 🗑️  Deleted: n_theuerkauf.png (n_theuerkauf)
[2025-07-20 15:31:52] 🗑️  Deleted: seedy_jarju.png (seedy_jarju)
[2025-07-20 15:31:52] 🗑️  Deleted: s_conteh.png (s_conteh)
[2025-07-20 15:31:52] 🗑️  Deleted: s_schimmer.png (s_schimmer)
[2025-07-20 15:31:52] 🗑️  Deleted: t_keller.png (t_keller)
[2025-07-20 15:31:52] 🗑️  Deleted: t_kother.png (t_kother)
[2025-07-20 15:31:52] 🗑️  Deleted: v_eicher.png (v_eicher)
[2025-07-20 15:31:52] 🗑️  Deleted: alessandro_florenzi.png (alessandro_florenzi)
[2025-07-20 15:31:52] 🗑️  Deleted: andrea_bartoccioni.png (andrea_bartoccioni)
[2025-07-20 15:31:52] 🗑️  Deleted: a_bakoune.png (a_bakoune)
[2025-07-20 15:31:52] 🗑️  Deleted: a_bonomi.png (a_bonomi)
[2025-07-20 15:31:52] 🗑️  Deleted: a_coubiș.png (a_coubiș)
[2025-07-20 15:31:52] 🗑️  Deleted: a_longoni.png (a_longoni)
[2025-07-20 15:31:52] 🗑️  Deleted: a_mirante.png (a_mirante)
[2025-07-20 15:31:52] 🗑️  Deleted: christian_pulisic.png (christian_pulisic)
[2025-07-20 15:31:52] 🗑️  Deleted: c_de_ketelaere.png (c_de_ketelaere)
[2025-07-20 15:31:52] 🗑️  Deleted: d_calabria.png (d_calabria)
[2025-07-20 15:31:52] 🗑️  Deleted: d_maldini.png (d_maldini)
[2025-07-20 15:31:52] 🗑️  Deleted: d_origi.png (d_origi)
[2025-07-20 15:31:52] 🗑️  Deleted: d_sia.png (d_sia)
[2025-07-20 15:31:52] 🗑️  Deleted: d_vásquez.png (d_vásquez)
[2025-07-20 15:31:52] 🗑️  Deleted: emerson_royal.png (emerson_royal)
[2025-07-20 15:31:52] 🗑️  Deleted: e_roback.png (e_roback)
[2025-07-20 15:31:52] 🗑️  Deleted: fikayo_tomori.png (fikayo_tomori)
[2025-07-20 15:31:52] 🗑️  Deleted: filippo_terracciano.png (filippo_terracciano)
[2025-07-20 15:31:52] 🗑️  Deleted: f_ballotouré.png (f_ballotouré)
[2025-07-20 15:31:52] 🗑️  Deleted: joão_félix.png (joão_félix)
[2025-07-20 15:31:52] 🗑️  Deleted: kevin_zeroli.png (kevin_zeroli)
[2025-07-20 15:31:52] 🗑️  Deleted: kyle_walker.png (kyle_walker)
[2025-07-20 15:31:52] 🗑️  Deleted: luka_jovic.png (luka_jovic)
[2025-07-20 15:31:52] 🗑️  Deleted: l_jović.png (l_jović)
[2025-07-20 15:31:52] 🗑️  Deleted: malick_thiaw.png (malick_thiaw)
[2025-07-20 15:31:52] 🗑️  Deleted: marco_sportiello.png (marco_sportiello)
[2025-07-20 15:31:52] 🗑️  Deleted: matteo_gabbia.png (matteo_gabbia)
[2025-07-20 15:31:52] 🗑️  Deleted: mike_maignan.png (mike_maignan)
[2025-07-20 15:31:52] 🗑️  Deleted: m_lazetić.png (m_lazetić)
[2025-07-20 15:31:52] 🗑️  Deleted: rafael_leão.png (rafael_leão)
[2025-07-20 15:31:52] 🗑️  Deleted: riccardo_sottil.png (riccardo_sottil)
[2025-07-20 15:31:52] 🗑️  Deleted: ruben_loftus-cheek.png (ruben_loftus-cheek)
[2025-07-20 15:31:52] 🗑️  Deleted: samuel_chukwueze.png (samuel_chukwueze)
[2025-07-20 15:31:52] 🗑️  Deleted: santiago_giménez.png (santiago_giménez)
[2025-07-20 15:31:52] 🗑️  Deleted: strahinja_pavlović.png (strahinja_pavlović)
[2025-07-20 15:31:52] 🗑️  Deleted: s_kjær.png (s_kjær)
[2025-07-20 15:31:52] 🗑️  Deleted: sérgio_conceição.png (sérgio_conceição)
[2025-07-20 15:31:52] 🗑️  Deleted: tammy_abraham.png (tammy_abraham)
[2025-07-20 15:31:52] 🗑️  Deleted: theo_hernandez.png (theo_hernandez)
[2025-07-20 15:31:52] 🗑️  Deleted: tijjani_reijnders.png (tijjani_reijnders)
[2025-07-20 15:31:52] 🗑️  Deleted: t_abraham.png (t_abraham)
[2025-07-20 15:31:52] 🗑️  Deleted: victor_ehuwa_eletu.png (victor_ehuwa_eletu)
[2025-07-20 15:31:52] 🗑️  Deleted: warren_bondo.png (warren_bondo)
[2025-07-20 15:31:52] 🗑️  Deleted: youssouf_fofana.png (youssouf_fofana)
[2025-07-20 15:31:52] 🗑️  Deleted: yunus_musah.png (yunus_musah)
[2025-07-20 15:31:52] 🗑️  Deleted: álex_jiménez.png (álex_jiménez)
[2025-07-20 15:31:52] 🗑️  Deleted: abdel_abqar.png (abdel_abqar)
[2025-07-20 15:31:52] 🗑️  Deleted: adrián_pica.png (adrián_pica)
[2025-07-20 15:31:52] 🗑️  Deleted: alan_godoy.png (alan_godoy)
[2025-07-20 15:31:52] 🗑️  Deleted: aleksandar_sedlar.png (aleksandar_sedlar)
[2025-07-20 15:31:52] 🗑️  Deleted: ander_guevara.png (ander_guevara)
[2025-07-20 15:31:52] 🗑️  Deleted: ander_sánchez.png (ander_sánchez)
[2025-07-20 15:31:52] 🗑️  Deleted: antonio_blanco.png (antonio_blanco)
[2025-07-20 15:31:52] 🗑️  Deleted: antonio_sivera.png (antonio_sivera)
[2025-07-20 15:31:52] 🗑️  Deleted: asier_villalibre.png (asier_villalibre)
[2025-07-20 15:31:52] 🗑️  Deleted: a_mahmoud.png (a_mahmoud)
[2025-07-20 15:31:52] 🗑️  Deleted: carles_aleñá.png (carles_aleñá)
[2025-07-20 15:31:52] 🗑️  Deleted: carlos_benavídez.png (carlos_benavídez)
[2025-07-20 15:31:52] 🗑️  Deleted: carlos_martín.png (carlos_martín)
[2025-07-20 15:31:52] 🗑️  Deleted: carlos_vicente.png (carlos_vicente)
[2025-07-20 15:31:52] 🗑️  Deleted: eduardo_coudet.png (eduardo_coudet)
[2025-07-20 15:31:52] 🗑️  Deleted: facundo_garcés.png (facundo_garcés)
[2025-07-20 15:31:52] 🗑️  Deleted: gaizka_garcía.png (gaizka_garcía)
[2025-07-20 15:31:52] 🗑️  Deleted: gorosabel.png (gorosabel)
[2025-07-20 15:31:52] 🗑️  Deleted: g_gagua.png (g_gagua)
[2025-07-20 15:31:52] 🗑️  Deleted: g_simeone.png (g_simeone)
[2025-07-20 15:31:52] 🗑️  Deleted: hugo_novoa.png (hugo_novoa)
[2025-07-20 15:31:52] 🗑️  Deleted: i_hagi.png (i_hagi)
[2025-07-20 15:31:52] 🗑️  Deleted: javi_lopez.png (javi_lopez)
[2025-07-20 15:31:52] 🗑️  Deleted: jesús_owono.png (jesús_owono)
[2025-07-20 15:31:52] 🗑️  Deleted: joan_jordán.png (joan_jordán)
[2025-07-20 15:31:52] 🗑️  Deleted: jon_guridi.png (jon_guridi)
[2025-07-20 15:31:52] 🗑️  Deleted: josé_de_leon.png (josé_de_leon)
[2025-07-20 15:31:52] 🗑️  Deleted: kike_garcia.png (kike_garcia)
[2025-07-20 15:31:52] 🗑️  Deleted: manu_sánchez.png (manu_sánchez)
[2025-07-20 15:31:52] 🗑️  Deleted: moussa_diarra.png (moussa_diarra)
[2025-07-20 15:31:52] 🗑️  Deleted: nahuel_tenaglia.png (nahuel_tenaglia)
[2025-07-20 15:31:52] 🗑️  Deleted: pau_cabanes.png (pau_cabanes)
[2025-07-20 15:31:52] 🗑️  Deleted: rafa_marín.png (rafa_marín)
[2025-07-20 15:31:52] 🗑️  Deleted: rubén_duarte.png (rubén_duarte)
[2025-07-20 15:31:52] 🗑️  Deleted: rubén_montero.png (rubén_montero)
[2025-07-20 15:31:52] 🗑️  Deleted: samu.png (samu)
[2025-07-20 15:31:52] 🗑️  Deleted: santiago_mouriño.png (santiago_mouriño)
[2025-07-20 15:31:52] 🗑️  Deleted: selu_diallo.png (selu_diallo)
[2025-07-20 15:31:52] 🗑️  Deleted: tomás_conechny.png (tomás_conechny)
[2025-07-20 15:31:52] 🗑️  Deleted: tomás_mendes.png (tomás_mendes)
[2025-07-20 15:31:52] 🗑️  Deleted: toni_martínez.png (toni_martínez)
[2025-07-20 15:31:52] 🗑️  Deleted: unai_ropero.png (unai_ropero)
[2025-07-20 15:31:52] 🗑️  Deleted: álex_sola.png (álex_sola)
[2025-07-20 15:31:52] 🗑️  Deleted: álvaro_garcía.png (álvaro_garcía)
[2025-07-20 15:31:52] 🗑️  Deleted: abdoulaye_bamba.png (abdoulaye_bamba)
[2025-07-20 15:31:52] 🗑️  Deleted: adrien_hunou.png (adrien_hunou)
[2025-07-20 15:31:52] 🗑️  Deleted: alexandre_dujeux.png (alexandre_dujeux)
[2025-07-20 15:31:52] 🗑️  Deleted: a_hunou.png (a_hunou)
[2025-07-20 15:31:52] 🗑️  Deleted: a_moussaoui.png (a_moussaoui)
[2025-07-20 15:31:52] 🗑️  Deleted: bamba_dieng.png (bamba_dieng)
[2025-07-20 15:31:52] 🗑️  Deleted: carlens_arcus.png (carlens_arcus)
[2025-07-20 15:31:52] 🗑️  Deleted: cédric_hountondji.png (cédric_hountondji)
[2025-07-20 15:31:52] 🗑️  Deleted: d_naposdiaye.png (d_naposdiaye)
[2025-07-20 15:31:52] 🗑️  Deleted: e_caumont.png (e_caumont)
[2025-07-20 15:31:52] 🗑️  Deleted: e_lepaul.png (e_lepaul)
[2025-07-20 15:31:52] 🗑️  Deleted: e_pasture.png (e_pasture)
[2025-07-20 15:31:52] 🗑️  Deleted: farid_el_melali.png (farid_el_melali)
[2025-07-20 15:31:52] 🗑️  Deleted: f_el_melali.png (f_el_melali)
[2025-07-20 15:31:52] 🗑️  Deleted: halid_šabanović.png (halid_šabanović)
[2025-07-20 15:31:52] 🗑️  Deleted: haris_belkebla.png (haris_belkebla)
[2025-07-20 15:31:52] 🗑️  Deleted: himad_abdelli.png (himad_abdelli)
[2025-07-20 15:31:52] 🗑️  Deleted: h_šabanović.png (h_šabanović)
[2025-07-20 15:31:52] 🗑️  Deleted: ibrahima_niane.png (ibrahima_niane)
[2025-07-20 15:31:52] 🗑️  Deleted: ilyes_chetti.png (ilyes_chetti)
[2025-07-20 15:31:52] 🗑️  Deleted: i_niane.png (i_niane)
[2025-07-20 15:31:52] 🗑️  Deleted: jacques_paul_ekomié.png (jacques_paul_ekomié)
[2025-07-20 15:31:52] 🗑️  Deleted: jason_mbock.png (jason_mbock)
[2025-07-20 15:31:52] 🗑️  Deleted: jean-eudes_aholou.png (jean-eudes_aholou)
[2025-07-20 15:31:52] 🗑️  Deleted: jim_allevinah.png (jim_allevinah)
[2025-07-20 15:31:52] 🗑️  Deleted: jordan_lefort.png (jordan_lefort)
[2025-07-20 15:31:52] 🗑️  Deleted: j_aholou.png (j_aholou)
[2025-07-20 15:31:52] 🗑️  Deleted: j_allevinah.png (j_allevinah)
[2025-07-20 15:31:52] 🗑️  Deleted: loïs_diony.png (loïs_diony)
[2025-07-20 15:31:52] 🗑️  Deleted: l_diony.png (l_diony)
[2025-07-20 15:31:52] 🗑️  Deleted: l_machine.png (l_machine)
[2025-07-20 15:31:52] 🗑️  Deleted: n_nadje.png (n_nadje)
[2025-07-20 15:31:52] 🗑️  Deleted: ousmane_camara.png (ousmane_camara)
[2025-07-20 15:31:52] 🗑️  Deleted: pierrick_capelle.png (pierrick_capelle)
[2025-07-20 15:31:52] 🗑️  Deleted: p_peter.png (p_peter)
[2025-07-20 15:31:52] 🗑️  Deleted: sada_thioub.png (sada_thioub)
[2025-07-20 15:31:52] 🗑️  Deleted: sidiki_chérif.png (sidiki_chérif)
[2025-07-20 15:31:52] 🗑️  Deleted: s_cherif.png (s_cherif)
[2025-07-20 15:31:52] 🗑️  Deleted: w_boussaid.png (w_boussaid)
[2025-07-20 15:31:52] 🗑️  Deleted: yahia_fofana.png (yahia_fofana)
[2025-07-20 15:31:52] 🗑️  Deleted: yassine_belkhdim.png (yassine_belkhdim)
[2025-07-20 15:31:52] 🗑️  Deleted: zinedine_ferhat.png (zinedine_ferhat)
[2025-07-20 15:31:52] 🗑️  Deleted: zinédine_ould_khaled.png (zinédine_ould_khaled)
[2025-07-20 15:31:52] 🗑️  Deleted: z_ferhat.png (z_ferhat)
[2025-07-20 15:31:52] 🗑️  Deleted: z_ould_khaled.png (z_ould_khaled)
[2025-07-20 15:31:52] 🗑️  Deleted: d_djamas.png (d_djamas)
[2025-07-20 15:31:52] 🗑️  Deleted: d_ndongala.png (d_ndongala)
[2025-07-20 15:31:52] 🗑️  Deleted: d_theodorou.png (d_theodorou)
[2025-07-20 15:31:52] 🗑️  Deleted: e_fardou_ben_mohamed.png (e_fardou_ben_mohamed)
[2025-07-20 15:31:52] 🗑️  Deleted: g_kostadinov.png (g_kostadinov)
[2025-07-20 15:31:52] 🗑️  Deleted: i_koupepidis.png (i_koupepidis)
[2025-07-20 15:31:52] 🗑️  Deleted: i_tsoutsouki.png (i_tsoutsouki)
[2025-07-20 15:31:52] 🗑️  Deleted: k_giannakou.png (k_giannakou)
[2025-07-20 15:31:52] 🗑️  Deleted: k_koromias.png (k_koromias)
[2025-07-20 15:31:52] 🗑️  Deleted: k_nissis.png (k_nissis)
[2025-07-20 15:31:52] 🗑️  Deleted: nikolas_chattalas.png (nikolas_chattalas)
[2025-07-20 15:31:52] 🗑️  Deleted: n_koutsakos.png (n_koutsakos)
[2025-07-20 15:31:52] 🗑️  Deleted: p_polycarpou.png (p_polycarpou)
[2025-07-20 15:31:52] 🗑️  Deleted: p_sotiriou.png (p_sotiriou)
[2025-07-20 15:31:52] 🗑️  Deleted: rafael_moreira.png (rafael_moreira)
[2025-07-20 15:31:52] 🗑️  Deleted: s_charalambous.png (s_charalambous)
[2025-07-20 15:31:52] 🗑️  Deleted: s_georgiou.png (s_georgiou)
[2025-07-20 15:31:52] 🗑️  Deleted: s_kittos.png (s_kittos)
[2025-07-20 15:31:52] 🗑️  Deleted: s_mehri.png (s_mehri)
[2025-07-20 15:31:52] 🗑️  Deleted: s_vrontis.png (s_vrontis)
[2025-07-20 15:31:52] 🗑️  Deleted: a_cozierduberry.png (a_cozierduberry)
[2025-07-20 15:31:52] 🗑️  Deleted: ben_white.png (ben_white)
[2025-07-20 15:31:52] 🗑️  Deleted: bukayo_saka.png (bukayo_saka)
[2025-07-20 15:31:52] 🗑️  Deleted: c_sagoe.png (c_sagoe)
[2025-07-20 15:31:52] 🗑️  Deleted: cédric_soares.png (cédric_soares)
[2025-07-20 15:31:52] 🗑️  Deleted: david_raya.png (david_raya)
[2025-07-20 15:31:52] 🗑️  Deleted: declan_rice.png (declan_rice)
[2025-07-20 15:31:52] 🗑️  Deleted: ethan_nwaneri.png (ethan_nwaneri)
[2025-07-20 15:31:52] 🗑️  Deleted: gabriel_jesus.png (gabriel_jesus)
[2025-07-20 15:31:52] 🗑️  Deleted: gabriel_magalhães.png (gabriel_magalhães)
[2025-07-20 15:31:52] 🗑️  Deleted: gabriel_martinelli.png (gabriel_martinelli)
[2025-07-20 15:31:52] 🗑️  Deleted: jack_henryfrancis.png (jack_henryfrancis)
[2025-07-20 15:31:52] 🗑️  Deleted: jakub_kiwior.png (jakub_kiwior)
[2025-07-20 15:31:52] 🗑️  Deleted: james_lanninsweet.png (james_lanninsweet)
[2025-07-20 15:31:52] 🗑️  Deleted: jorginho.png (jorginho)
[2025-07-20 15:31:52] 🗑️  Deleted: jurrien_timber.png (jurrien_timber)
[2025-07-20 15:31:52] 🗑️  Deleted: j_gower.png (j_gower)
[2025-07-20 15:31:52] 🗑️  Deleted: kai_havertz.png (kai_havertz)
[2025-07-20 15:31:52] 🗑️  Deleted: kieran_tierney.png (kieran_tierney)
[2025-07-20 15:31:52] 🗑️  Deleted: leandro_trossard.png (leandro_trossard)
[2025-07-20 15:31:52] 🗑️  Deleted: l_martin.png (l_martin)
[2025-07-20 15:31:52] 🗑️  Deleted: marquinhos.png (marquinhos)
[2025-07-20 15:31:52] 🗑️  Deleted: martin_ødegaard.png (martin_ødegaard)
[2025-07-20 15:31:52] 🗑️  Deleted: mauro_bandeira.png (mauro_bandeira)
[2025-07-20 15:31:52] 🗑️  Deleted: mikel_arteta.png (mikel_arteta)
[2025-07-20 15:31:52] 🗑️  Deleted: mikel_merino.png (mikel_merino)
[2025-07-20 15:31:52] 🗑️  Deleted: mohamed_elneny.png (mohamed_elneny)
[2025-07-20 15:31:52] 🗑️  Deleted: myles_lewis-skelly.png (myles_lewis-skelly)
[2025-07-20 15:31:52] 🗑️  Deleted: m_biereth.png (m_biereth)
[2025-07-20 15:31:52] 🗑️  Deleted: m_rosiak.png (m_rosiak)
[2025-07-20 15:31:52] 🗑️  Deleted: neto.png (neto)
[2025-07-20 15:31:52] 🗑️  Deleted: nuno_tavares.png (nuno_tavares)
[2025-07-20 15:31:52] 🗑️  Deleted: n_butleroyedeji.png (n_butleroyedeji)
[2025-07-20 15:31:52] 🗑️  Deleted: oleksandr_zinchenko.png (oleksandr_zinchenko)
[2025-07-20 15:31:52] 🗑️  Deleted: o_rekik.png (o_rekik)
[2025-07-20 15:31:52] 🗑️  Deleted: raheem_sterling.png (raheem_sterling)
[2025-07-20 15:31:52] 🗑️  Deleted: riccardo_calafiori.png (riccardo_calafiori)
[2025-07-20 15:31:52] 🗑️  Deleted: r_walters.png (r_walters)
[2025-07-20 15:31:52] 🗑️  Deleted: s_oulad_maposhand.png (s_oulad_maposhand)
[2025-07-20 15:31:52] 🗑️  Deleted: takehiro_tomiyasu.png (takehiro_tomiyasu)
[2025-07-20 15:31:52] 🗑️  Deleted: thomas_partey.png (thomas_partey)
[2025-07-20 15:31:52] 🗑️  Deleted: t_partey.png (t_partey)
[2025-07-20 15:31:52] 🗑️  Deleted: t_tomiyasu.png (t_tomiyasu)
[2025-07-20 15:31:52] 🗑️  Deleted: william_saliba.png (william_saliba)
[2025-07-20 15:31:52] 🗑️  Deleted: amadou_onana.png (amadou_onana)
[2025-07-20 15:31:52] 🗑️  Deleted: andrés_garcía.png (andrés_garcía)
[2025-07-20 15:31:52] 🗑️  Deleted: axel_disasi.png (axel_disasi)
[2025-07-20 15:31:52] 🗑️  Deleted: boubacar_kamara.png (boubacar_kamara)
[2025-07-20 15:31:52] 🗑️  Deleted: b_burrows.png (b_burrows)
[2025-07-20 15:31:52] 🗑️  Deleted: c_chambers.png (c_chambers)
[2025-07-20 15:31:52] 🗑️  Deleted: c_lenglet.png (c_lenglet)
[2025-07-20 15:31:52] 🗑️  Deleted: donyell_malen.png (donyell_malen)
[2025-07-20 15:31:52] 🗑️  Deleted: douglas_luiz.png (douglas_luiz)
[2025-07-20 15:31:52] 🗑️  Deleted: emiliano_martinez.png (emiliano_martinez)
[2025-07-20 15:31:52] 🗑️  Deleted: ezri_konsa.png (ezri_konsa)
[2025-07-20 15:31:52] 🗑️  Deleted: finley_munroe.png (finley_munroe)
[2025-07-20 15:31:52] 🗑️  Deleted: f_marschall.png (f_marschall)
[2025-07-20 15:31:52] 🗑️  Deleted: ian_maatsen.png (ian_maatsen)
[2025-07-20 15:31:52] 🗑️  Deleted: jacob_ramsey.png (jacob_ramsey)
[2025-07-20 15:31:52] 🗑️  Deleted: john_mcginn.png (john_mcginn)
[2025-07-20 15:31:52] 🗑️  Deleted: joshua_feeney.png (joshua_feeney)
[2025-07-20 15:31:52] 🗑️  Deleted: j_jimoh.png (j_jimoh)
[2025-07-20 15:31:52] 🗑️  Deleted: j_wright.png (j_wright)
[2025-07-20 15:31:52] 🗑️  Deleted: kobei_moore.png (kobei_moore)
[2025-07-20 15:31:52] 🗑️  Deleted: kortney_hause.png (kortney_hause)
[2025-07-20 15:31:52] 🗑️  Deleted: k_hause.png (k_hause)
[2025-07-20 15:31:52] 🗑️  Deleted: k_young.png (k_young)
[2025-07-20 15:31:52] 🗑️  Deleted: lamare_bogarde.png (lamare_bogarde)
[2025-07-20 15:31:52] 🗑️  Deleted: leon_bailey.png (leon_bailey)
[2025-07-20 15:31:52] 🗑️  Deleted: lucas_digne.png (lucas_digne)
